Lat,Lon
40.86014689,-73.91020144
40.83707291,-73.85016978
40.70426739,-73.89355376
40.58646553,-73.81652172
40.64865009,-73.95033556
40.64865009,-73.95033556
40.74308017,-73.95473646
40.65819343,-74.00103224
40.68387906,-74.00032595
40.80069433,-73.94110929
40.63036655,-73.97371261
40.65819343,-74.00103224
40.75687491,-73.97054406
40.58646553,-73.81652172
40.72618713,-73.7352339
40.69796352,-73.91808336
40.80069433,-73.94110929
40.65819343,-74.00103224
40.83732351,-73.91983076
40.73422613,-74.00540669
40.78926022,-73.94771
40.5761573,-73.9759838
40.64865009,-73.95033556
40.59414517,-73.96041495
40.69796352,-73.91808336
40.58646553,-73.81652172
40.88745131,-73.84760779
40.68887215,-73.94452903
40.75393894,-73.99484366
40.67970041,-73.77604737
40.69008097,-73.96055993
40.80069433,-73.94110929
40.67110691,-73.88143296
40.58646553,-73.81652172
40.69796352,-73.91808336
40.8231013,-73.86969046
40.5761573,-73.9759838
40.82256992,-73.91130717
40.84390126,-73.90050463
40.63036655,-73.97371261
40.8087499,-73.95258581
40.60260318,-74.00308766
40.76717676,-73.96380668
40.72655402,-73.98782843
40.65819343,-74.00103224
40.76481827,-73.98518977
40.65819343,-74.00103224
40.75686098,-73.87565666
40.67458331,-73.93022154
40.83732351,-73.91983076
40.72655402,-73.98782843
40.63036655,-73.97371261
40.8231013,-73.86969046
40.72236369,-73.85147389
40.67110691,-73.88143296
40.80069433,-73.94110929
40.88338258,-73.90233331
40.64472613,-74.07748316
40.8231013,-73.86969046
40.74525274,-73.87006287
40.85148777,-73.93545797
40.78926022,-73.94771
40.85396027,-73.90012088
40.74525274,-73.87006287
40.72236369,-73.85147389
40.72618713,-73.7352339
40.72618713,-73.7352339
40.88745131,-73.84760779
40.72993936,-73.81043314
40.64842112,-73.90489711
40.72618713,-73.7352339
40.67458331,-73.93022154
40.67970041,-73.77604737
40.60260318,-74.00308766
40.6821864,-73.83969048
40.6821864,-73.83969048
40.75686098,-73.87565666
40.85396027,-73.90012088
40.60295159,-73.74997626
40.81039602,-73.92531074
40.84390126,-73.90050463
40.85148777,-73.93545797
40.63036655,-73.97371261
40.78926022,-73.94771
40.5761573,-73.9759838
40.76481827,-73.98518977
40.67970041,-73.77604737
40.67065507,-73.91339092
40.67065507,-73.91339092
40.72618713,-73.7352339
40.83732351,-73.91983076
40.74525274,-73.87006287
40.8399082,-73.93608359
40.81039602,-73.92531074
40.62576896,-73.99141682
40.71650772,-73.9839199
40.72618713,-73.7352339
40.60295159,-73.74997626
40.84390126,-73.90050463
40.82256992,-73.91130717
40.85148777,-73.93545797
40.59414517,-73.96041495
40.85616296,-73.84439712
40.64865009,-73.95033556
40.76233422,-73.82691731
40.72618713,-73.7352339
40.68057972,-73.97431656
40.85616296,-73.84439712
40.83732351,-73.91983076
40.85616296,-73.84439712
40.79657114,-73.96718569
40.72618713,-73.7352339
40.59414517,-73.96041495
40.63036655,-73.97371261
40.85148777,-73.93545797
40.67110691,-73.88143296
40.68887215,-73.94452903
40.76481827,-73.98518977
40.69796352,-73.91808336
40.79657114,-73.96718569
40.85396027,-73.90012088
40.67065507,-73.91339092
40.67110691,-73.88143296
40.70704748,-73.7926119
40.67110691,-73.88143296
40.60295159,-73.74997626
40.62576896,-73.99141682
40.86905853,-73.87963015
40.6821864,-73.83969048
40.69008097,-73.96055993
40.64865009,-73.95033556
40.67110691,-73.88143296
40.62368882,-74.15065813
40.84390126,-73.90050463
40.8231013,-73.86969046
40.75393894,-73.99484366
40.64865009,-73.95033556
40.69796352,-73.91808336
40.70704748,-73.7926119
40.84390126,-73.90050463
40.76481827,-73.98518977
40.67065507,-73.91339092
40.8231013,-73.86969046
40.74308017,-73.95473646
40.59414517,-73.96041495
40.8087499,-73.95258581
40.75686098,-73.87565666
40.64865009,-73.95033556
40.70426739,-73.89355376
40.74525274,-73.87006287
40.84390126,-73.90050463
40.69873677,-73.83156877
40.8087499,-73.95258581
40.85396027,-73.90012088
40.85148777,-73.93545797
40.79657114,-73.96718569
40.81639185,-73.89529641
40.68057972,-73.97431656
40.79657114,-73.96718569
40.78926022,-73.94771
40.81573205,-73.94542041
40.67458331,-73.93022154
40.70622201,-73.95097436
40.64472613,-74.07748316
40.67458331,-73.93022154
40.88745131,-73.84760779
40.64842112,-73.90489711
40.67458331,-73.93022154
40.72993936,-73.81043314
40.76018548,-73.76784259
40.74525274,-73.87006287
40.71619591,-73.99749075
40.84390126,-73.90050463
40.81573205,-73.94542041
40.78926022,-73.94771
40.81039602,-73.92531074
40.83732351,-73.91983076
40.82256992,-73.91130717
40.85148777,-73.93545797
40.8231013,-73.86969046
40.69546894,-73.98282508
40.85396027,-73.90012088
40.80069433,-73.94110929
40.83088999,-73.82728462
40.85148777,-73.93545797
40.85148777,-73.93545797
40.85616296,-73.84439712
40.72236369,-73.85147389
40.64472613,-74.07748316
40.6645275,-73.94773929
40.67110691,-73.88143296
40.5761573,-73.9759838
40.85396027,-73.90012088
40.75686098,-73.87565666
40.75686098,-73.87565666
40.64865009,-73.95033556
40.85396027,-73.90012088
40.67110691,-73.88143296
40.82256992,-73.91130717
40.69546894,-73.98282508
40.88338258,-73.90233331
40.8231013,-73.86969046
40.57384965,-74.10549616
40.71650772,-73.9839199
40.88745131,-73.84760779
40.85616296,-73.84439712
40.63902167,-74.02246352
40.81573205,-73.94542041
40.72655402,-73.98782843
40.81573205,-73.94542041
40.6645275,-73.94773929
40.76481827,-73.98518977
40.69796352,-73.91808336
40.67065507,-73.91339092
40.67110691,-73.88143296
40.81039602,-73.92531074
40.67110691,-73.88143296
40.82256992,-73.91130717
40.67110691,-73.88143296
40.84390126,-73.90050463
40.81039602,-73.92531074
40.60260318,-74.00308766
40.80069433,-73.94110929
40.76233422,-73.82691731
40.5761573,-73.9759838
40.6896155,-73.92439311
40.69796352,-73.91808336
40.67458331,-73.93022154
40.72618713,-73.7352339
40.60260318,-74.00308766
40.84390126,-73.90050463
40.83088999,-73.82728462
40.76717676,-73.96380668
40.67110691,-73.88143296
40.67110691,-73.88143296
40.75686098,-73.87565666
40.69873677,-73.83156877
40.5761573,-73.9759838
40.76018548,-73.76784259
40.64472613,-74.07748316
40.80069433,-73.94110929
40.5761573,-73.9759838
40.88745131,-73.84760779
40.5761573,-73.9759838
40.75686098,-73.87565666
40.68887215,-73.94452903
40.67458331,-73.93022154
40.74308017,-73.95473646
40.64865009,-73.95033556
40.86905853,-73.87963015
40.69796352,-73.91808336
40.68887215,-73.94452903
40.58646553,-73.81652172
40.70704748,-73.7926119
40.74525274,-73.87006287
40.69008097,-73.96055993
40.74525274,-73.87006287
40.83732351,-73.91983076
40.70426739,-73.89355376
40.67065507,-73.91339092
40.71619591,-73.99749075
40.8231013,-73.86969046
40.67970041,-73.77604737
40.88745131,-73.84760779
40.68887215,-73.94452903
40.63036655,-73.97371261
40.70622201,-73.95097436
40.82885105,-73.94383419
40.8231013,-73.86969046
40.81039602,-73.92531074
40.81573205,-73.94542041
40.75686098,-73.87565666
40.69546894,-73.98282508
40.62576896,-73.99141682
40.82885105,-73.94383419
40.75686098,-73.87565666
40.67458331,-73.93022154
40.81039602,-73.92531074
40.67970041,-73.77604737
40.83732351,-73.91983076
40.8399082,-73.93608359
40.67458331,-73.93022154
40.58646553,-73.81652172
40.74525274,-73.87006287
40.81639185,-73.89529641
40.88745131,-73.84760779
40.71619591,-73.99749075
40.75686098,-73.87565666
40.82256992,-73.91130717
40.81573205,-73.94542041
40.76481827,-73.98518977
40.6821864,-73.83969048
40.62576896,-73.99141682
40.62576896,-73.99141682
40.72618713,-73.7352339
40.72618713,-73.7352339
40.84390126,-73.90050463
40.85396027,-73.90012088
40.62368882,-74.15065813
40.64472613,-74.07748316
40.67110691,-73.88143296
40.88338258,-73.90233331
40.85396027,-73.90012088
40.67970041,-73.77604737
40.67458331,-73.93022154
40.68887215,-73.94452903
40.86905853,-73.87963015
40.67110691,-73.88143296
40.6896155,-73.92439311
40.68887215,-73.94452903
40.7426993,-73.99865538
40.81573205,-73.94542041
40.82256992,-73.91130717
40.69546894,-73.98282508
40.88338258,-73.90233331
40.64472613,-74.07748316
40.86905853,-73.87963015
40.74525274,-73.87006287
40.64865009,-73.95033556
40.82256992,-73.91130717
40.8231013,-73.86969046
40.65819343,-74.00103224
40.68387906,-74.00032595
40.64842112,-73.90489711
40.74525274,-73.87006287
40.78926022,-73.94771
40.70426739,-73.89355376
40.73422613,-74.00540669
40.74308017,-73.95473646
40.65819343,-74.00103224
40.82256992,-73.91130717
40.82885105,-73.94383419
40.67458331,-73.93022154
40.72655402,-73.98782843
40.64865009,-73.95033556
40.78926022,-73.94771
40.68387906,-74.00032595
40.75686098,-73.87565666
40.74308017,-73.95473646
40.72655402,-73.98782843
40.8231013,-73.86969046
40.82256992,-73.91130717
40.63902167,-74.02246352
40.64865009,-73.95033556
40.68057972,-73.97431656
40.81573205,-73.94542041
40.83732351,-73.91983076
40.64865009,-73.95033556
40.64865009,-73.95033556
40.68057972,-73.97431656
40.51180434,-74.25003459
40.64472613,-74.07748316
40.85148777,-73.93545797
40.67110691,-73.88143296
40.69873677,-73.83156877
40.67110691,-73.88143296
40.83088999,-73.82728462
40.76930609,-73.91550818
40.76233422,-73.82691731
40.72618713,-73.7352339
40.88745131,-73.84760779
40.64842112,-73.90489711
40.72618713,-73.7352339
40.62576896,-73.99141682
40.67065507,-73.91339092
40.85396027,-73.90012088
40.64865009,-73.95033556
40.74308017,-73.95473646
40.72025522,-74.00709028
40.5761573,-73.9759838
40.75686098,-73.87565666
40.60260318,-74.00308766
40.76018548,-73.76784259
40.81639185,-73.89529641
40.59414517,-73.96041495
40.62368882,-74.15065813
40.86905853,-73.87963015
40.70622201,-73.95097436
40.83732351,-73.91983076
40.80069433,-73.94110929
40.76481827,-73.98518977
40.76930609,-73.91550818
40.67065507,-73.91339092
40.84390126,-73.90050463
40.67065507,-73.91339092
40.64865009,-73.95033556
40.75393894,-73.99484366
40.75686098,-73.87565666
40.81039602,-73.92531074
40.69796352,-73.91808336
40.82256992,-73.91130717
40.76233422,-73.82691731
40.6821864,-73.83969048
40.62576896,-73.99141682
40.60295159,-73.74997626
40.84390126,-73.90050463
40.78926022,-73.94771
40.88745131,-73.84760779
40.69546894,-73.98282508
40.69796352,-73.91808336
40.83732351,-73.91983076
40.7426993,-73.99865538
40.6896155,-73.92439311
40.78926022,-73.94771
40.8231013,-73.86969046
40.78926022,-73.94771
40.63036655,-73.97371261
40.75393894,-73.99484366
40.75686098,-73.87565666
40.81639185,-73.89529641
40.6645275,-73.94773929
40.62368882,-74.15065813
40.85396027,-73.90012088
40.70622201,-73.95097436
40.76018548,-73.76784259
40.62576896,-73.99141682
40.71619591,-73.99749075
40.72688262,-73.95287135
40.88745131,-73.84760779
40.6896155,-73.92439311
40.72688262,-73.95287135
40.67065507,-73.91339092
40.6645275,-73.94773929
40.68057972,-73.97431656
40.8399082,-73.93608359
40.64842112,-73.90489711
40.84390126,-73.90050463
40.69008097,-73.96055993
40.64472613,-74.07748316
40.5761573,-73.9759838
40.86905853,-73.87963015
40.64842112,-73.90489711
40.67110691,-73.88143296
40.69873677,-73.83156877
40.83732351,-73.91983076
40.81573205,-73.94542041
40.73669807,-73.98331603
40.72655402,-73.98782843
40.67110691,-73.88143296
40.84390126,-73.90050463
40.84390126,-73.90050463
40.8399082,-73.93608359
40.75687491,-73.97054406
40.72618713,-73.7352339
40.88338258,-73.90233331
40.67458331,-73.93022154
40.8231013,-73.86969046
40.65819343,-74.00103224
40.78405987,-73.97502051
40.81573205,-73.94542041
40.73669807,-73.98331603
40.8231013,-73.86969046
40.88745131,-73.84760779
40.6645275,-73.94773929
40.6896155,-73.92439311
40.6645275,-73.94773929
40.64865009,-73.95033556
40.72688262,-73.95287135
40.67458331,-73.93022154
40.75686098,-73.87565666
40.70426739,-73.89355376
40.75686098,-73.87565666
40.64865009,-73.95033556
40.67110691,-73.88143296
40.78926022,-73.94771
40.85396027,-73.90012088
40.63902167,-74.02246352
40.85396027,-73.90012088
40.70622201,-73.95097436
40.76481827,-73.98518977
40.67065507,-73.91339092
40.76481827,-73.98518977
40.72655402,-73.98782843
40.85616296,-73.84439712
40.86905853,-73.87963015
40.63036655,-73.97371261
40.72993936,-73.81043314
40.88745131,-73.84760779
40.76930609,-73.91550818
40.88745131,-73.84760779
40.70426739,-73.89355376
40.86905853,-73.87963015
40.6821864,-73.83969048
40.82256992,-73.91130717
40.82256992,-73.91130717
40.82885105,-73.94383419
40.83732351,-73.91983076
40.74308017,-73.95473646
40.69796352,-73.91808336
40.88745131,-73.84760779
40.73669807,-73.98331603
40.70622201,-73.95097436
40.72236369,-73.85147389
40.73669807,-73.98331603
40.70704748,-73.7926119
40.5761573,-73.9759838
40.69546894,-73.98282508
40.80069433,-73.94110929
40.74525274,-73.87006287
40.64842112,-73.90489711
40.8399082,-73.93608359
40.70704748,-73.7926119
40.72618713,-73.7352339
40.82256992,-73.91130717
40.75686098,-73.87565666
40.84390126,-73.90050463
40.7426993,-73.99865538
40.8231013,-73.86969046
40.8231013,-73.86969046
40.81573205,-73.94542041
40.73669807,-73.98331603
40.64865009,-73.95033556
40.8399082,-73.93608359
40.81485029,-73.95668185
40.67970041,-73.77604737
40.81639185,-73.89529641
40.67970041,-73.77604737
40.74308017,-73.95473646
40.78405987,-73.97502051
40.82256992,-73.91130717
40.64865009,-73.95033556
40.62797776,-73.94164716
40.62797776,-73.94164716
40.84390126,-73.90050463
40.69008097,-73.96055993
40.59414517,-73.96041495
40.70426739,-73.89355376
40.7426993,-73.99865538
40.76233422,-73.82691731
40.72025522,-74.00709028
40.82885105,-73.94383419
40.72993936,-73.81043314
40.70704748,-73.7926119
40.7426993,-73.99865538
40.76481827,-73.98518977
40.69008097,-73.96055993
40.85616296,-73.84439712
40.85396027,-73.90012088
40.72618713,-73.7352339
40.72618713,-73.7352339
40.64865009,-73.95033556
40.82256992,-73.91130717
40.78926022,-73.94771
40.76930609,-73.91550818
40.6645275,-73.94773929
40.67065507,-73.91339092
40.84390126,-73.90050463
40.67110691,-73.88143296
40.71650772,-73.9839199
40.82256992,-73.91130717
40.81573205,-73.94542041
40.67110691,-73.88143296
40.88338258,-73.90233331
40.8399082,-73.93608359
40.6821864,-73.83969048
40.83732351,-73.91983076
40.64865009,-73.95033556
40.67110691,-73.88143296
40.83732351,-73.91983076
40.68887215,-73.94452903
40.67110691,-73.88143296
40.70426739,-73.89355376
40.65819343,-74.00103224
40.73669807,-73.98331603
40.67065507,-73.91339092
40.64865009,-73.95033556
40.5761573,-73.9759838
40.60295159,-73.74997626
40.86905853,-73.87963015
40.70426739,-73.89355376
40.67110691,-73.88143296
40.62368882,-74.15065813
40.85616296,-73.84439712
40.72655402,-73.98782843
40.78926022,-73.94771
40.71650772,-73.9839199
40.76930609,-73.91550818
40.8231013,-73.86969046
40.74525274,-73.87006287
40.8231013,-73.86969046
40.76930609,-73.91550818
40.74525274,-73.87006287
40.69796352,-73.91808336
40.78405987,-73.97502051
40.86905853,-73.87963015
40.63036655,-73.97371261
40.67970041,-73.77604737
40.70704748,-73.7926119
40.84390126,-73.90050463
40.81573205,-73.94542041
40.79657114,-73.96718569
40.8399082,-73.93608359
40.64865009,-73.95033556
40.6896155,-73.92439311
40.64472613,-74.07748316
40.64842112,-73.90489711
40.76717676,-73.96380668
40.8087499,-73.95258581
40.79657114,-73.96718569
40.63036655,-73.97371261
40.64842112,-73.90489711
40.72655402,-73.98782843
40.67065507,-73.91339092
40.70704748,-73.7926119
40.69873677,-73.83156877
40.81573205,-73.94542041
40.81039602,-73.92531074
40.85148777,-73.93545797
40.84390126,-73.90050463
40.8087499,-73.95258581
40.72655402,-73.98782843
40.6645275,-73.94773929
40.69873677,-73.83156877
40.86905853,-73.87963015
40.60295159,-73.74997626
40.8399082,-73.93608359
40.60260318,-74.00308766
40.74525274,-73.87006287
40.68887215,-73.94452903
40.78926022,-73.94771
40.73669807,-73.98331603
40.76233422,-73.82691731
40.64865009,-73.95033556
40.80069433,-73.94110929
40.67110691,-73.88143296
40.67458331,-73.93022154
40.85616296,-73.84439712
40.69873677,-73.83156877
40.8399082,-73.93608359
40.67110691,-73.88143296
40.68887215,-73.94452903
40.70622201,-73.95097436
40.76930609,-73.91550818
40.67065507,-73.91339092
40.67110691,-73.88143296
40.74525274,-73.87006287
40.88338258,-73.90233331
40.6821864,-73.83969048
40.81039602,-73.92531074
40.84390126,-73.90050463
40.64842112,-73.90489711
40.64472613,-74.07748316
40.67110691,-73.88143296
40.67110691,-73.88143296
40.85616296,-73.84439712
40.6896155,-73.92439311
40.72618713,-73.7352339
40.70704748,-73.7926119
40.79657114,-73.96718569
40.64472613,-74.07748316
40.76717676,-73.96380668
40.86905853,-73.87963015
40.8231013,-73.86969046
40.62576896,-73.99141682
40.83732351,-73.91983076
40.83732351,-73.91983076
40.72618713,-73.7352339
40.85616296,-73.84439712
40.68887215,-73.94452903
40.81573205,-73.94542041
40.8231013,-73.86969046
40.88338258,-73.90233331
40.68887215,-73.94452903
40.64865009,-73.95033556
40.65819343,-74.00103224
40.67065507,-73.91339092
40.82256992,-73.91130717
40.75686098,-73.87565666
40.62576896,-73.99141682
40.62797776,-73.94164716
40.75393894,-73.99484366
40.81485029,-73.95668185
40.82256992,-73.91130717
40.8231013,-73.86969046
40.71619591,-73.99749075
40.67065507,-73.91339092
40.68887215,-73.94452903
40.64865009,-73.95033556
40.81039602,-73.92531074
40.81039602,-73.92531074
40.88745131,-73.84760779
40.88338258,-73.90233331
40.64865009,-73.95033556
40.81573205,-73.94542041
40.73422613,-74.00540669
40.67970041,-73.77604737
40.81573205,-73.94542041
40.78926022,-73.94771
40.81573205,-73.94542041
40.85148777,-73.93545797
40.81573205,-73.94542041
40.88745131,-73.84760779
40.75686098,-73.87565666
40.78926022,-73.94771
40.62576896,-73.99141682
40.70426739,-73.89355376
40.73669807,-73.98331603
40.82885105,-73.94383419
40.69796352,-73.91808336
40.8231013,-73.86969046
40.64865009,-73.95033556
40.81039602,-73.92531074
40.82256992,-73.91130717
40.70704748,-73.7926119
40.67110691,-73.88143296
40.59414517,-73.96041495
40.59414517,-73.96041495
40.74308017,-73.95473646
40.6645275,-73.94773929
40.5761573,-73.9759838
40.69796352,-73.91808336
40.60295159,-73.74997626
40.84390126,-73.90050463
40.69873677,-73.83156877
40.70622201,-73.95097436
40.83732351,-73.91983076
40.70426739,-73.89355376
40.64865009,-73.95033556
40.72025522,-74.00709028
40.68887215,-73.94452903
40.60295159,-73.74997626
40.64842112,-73.90489711
40.69796352,-73.91808336
40.88745131,-73.84760779
40.68057972,-73.97431656
40.88745131,-73.84760779
40.74308017,-73.95473646
40.76233422,-73.82691731
40.62576896,-73.99141682
40.79657114,-73.96718569
40.83088999,-73.82728462
40.85396027,-73.90012088
40.81039602,-73.92531074
40.65819343,-74.00103224
40.67110691,-73.88143296
40.78347806,-73.96475834
40.88745131,-73.84760779
40.5761573,-73.9759838
40.72655402,-73.98782843
40.67065507,-73.91339092
40.51180434,-74.25003459
40.8231013,-73.86969046
40.72655402,-73.98782843
40.80069433,-73.94110929
40.62368882,-74.15065813
40.81039602,-73.92531074
40.84390126,-73.90050463
40.84390126,-73.90050463
40.82256992,-73.91130717
40.6821864,-73.83969048
40.70704748,-73.7926119
40.72655402,-73.98782843
40.81639185,-73.89529641
40.70704748,-73.7926119
40.71619591,-73.99749075
40.8087499,-73.95258581
40.64865009,-73.95033556
40.67065507,-73.91339092
40.74308017,-73.95473646
40.83732351,-73.91983076
40.71619591,-73.99749075
40.86905853,-73.87963015
40.70622201,-73.95097436
40.70426739,-73.89355376
40.82885105,-73.94383419
40.76717676,-73.96380668
40.86905853,-73.87963015
40.69873677,-73.83156877
40.84390126,-73.90050463
40.72618713,-73.7352339
40.81039602,-73.92531074
40.81639185,-73.89529641
40.5761573,-73.9759838
40.72618713,-73.7352339
40.70622201,-73.95097436
40.83732351,-73.91983076
40.70622201,-73.95097436
40.67065507,-73.91339092
40.75393894,-73.99484366
40.73669807,-73.98331603
40.88338258,-73.90233331
40.74525274,-73.87006287
40.88338258,-73.90233331
40.64842112,-73.90489711
40.83732351,-73.91983076
40.76481827,-73.98518977
40.75686098,-73.87565666
40.8399082,-73.93608359
40.67110691,-73.88143296
40.74308017,-73.95473646
40.70426739,-73.89355376
40.88338258,-73.90233331
40.74525274,-73.87006287
40.68887215,-73.94452903
40.5761573,-73.9759838
40.72618713,-73.7352339
40.81573205,-73.94542041
40.6645275,-73.94773929
40.6645275,-73.94773929
40.76717676,-73.96380668
40.60295159,-73.74997626
40.72655402,-73.98782843
40.64842112,-73.90489711
40.88745131,-73.84760779
40.86905853,-73.87963015
40.82256992,-73.91130717
40.5761573,-73.9759838
40.73669807,-73.98331603
40.81039602,-73.92531074
40.88338258,-73.90233331
40.62576896,-73.99141682
40.67110691,-73.88143296
40.75393894,-73.99484366
40.73669807,-73.98331603
40.86905853,-73.87963015
40.88745131,-73.84760779
40.72618713,-73.7352339
40.6896155,-73.92439311
40.88338258,-73.90233331
40.63036655,-73.97371261
40.70704748,-73.7926119
40.72618713,-73.7352339
40.81039602,-73.92531074
40.71619591,-73.99749075
40.67110691,-73.88143296
40.88745131,-73.84760779
40.67065507,-73.91339092
